name,nbar,maxChar,aspectRatio,bandwidth,rotation,orientation
437_1,13,11,0.75,0.9,0,1
437_2,13,11,2,0.6,0,1
438_1,17,13,2,0.5,0,1
438_2,17,13,1.75,0.4,0,1
439_1,8,14,1,1,-90,0
439_2,8,14,1,0.9,0,1
440_1,16,3,1.75,1,0,0
440_2,16,3,1.75,1,0,1
441_1,16,3,0.5,1,0,1
441_2,16,3,1.5,0.6,-45,0
442_1,9,5,0.75,0.3,-45,0
442_2,9,5,1,0.4,-90,0
444_1,22,9,1.5,0.7,-90,0
444_2,22,9,0.5,0.8,-45,0
445_1,11,12,1,0.7,0,1
445_2,11,12,1,0.7,-45,0
446_1,15,12,0.5,0.4,-90,0
446_2,15,12,1.5,0.6,0,1
447_1,19,13,2,0.8,0,1
447_2,19,13,1.75,0.8,-90,0
448_1,20,10,1.25,0.9,-45,0
448_2,20,10,1.25,0.5,-45,0
449_1,10,12,1.25,0.4,0,1
449_2,10,12,1,0.7,-90,0
450_1,20,4,1,0.5,-45,0
450_2,20,4,2,0.8,-45,0
451_1,24,14,1.75,0.6,0,1
451_2,24,14,1.25,0.4,-45,0
452_1,9,3,1,1,0,1
452_2,9,3,1.75,0.4,-90,0
454_1,20,7,0.75,0.8,0,1
454_2,20,7,1,0.7,0,1
456_1,9,10,1.5,0.7,-45,0
456_2,9,10,2,0.4,-90,0
458_1,11,5,0.5,0.7,-90,0
458_2,11,5,1.75,0.6,0,1
459_1,9,9,1.5,0.3,0,0
459_2,9,9,1.75,0.4,-90,0
460_1,9,3,1.75,0.9,0,1
460_2,9,3,1,0.5,0,1
461_1,11,14,0.75,0.6,0,1
461_2,11,14,1,1,0,1
462_1,10,9,1.75,0.7,0,1
462_2,10,9,1.75,0.9,0,0
463_1,14,11,1,0.3,-90,0
463_2,14,11,0.75,0.5,-90,0
466_1,12,10,2,0.9,0,0
466_2,12,10,2,0.7,-45,0
467_1,13,9,2,0.7,0,0
467_2,13,9,1,0.8,-45,0
468_1,16,13,1,1,-90,0
468_2,16,13,1.25,0.4,-45,0
470_1,15,7,1.5,0.9,-90,0
470_2,15,7,1,0.4,0,1
472_1,19,7,1.25,0.8,0,1
472_2,19,7,1.75,0.4,-45,0
474_1,10,8,1.75,0.6,0,0
474_2,10,8,1.5,0.4,0,0
475_1,24,10,1.25,0.8,0,1
475_2,24,10,1.5,0.7,0,1
476_1,20,5,2,0.9,0,1
476_2,20,5,0.75,0.3,0,1
477_1,5,12,0.5,0.4,-45,0
477_2,5,12,0.5,0.9,0,1
478_1,8,9,1.75,0.3,0,1
478_2,8,9,1.75,0.3,0,1
479_1,6,7,1,0.7,-90,0
479_2,6,7,1.5,0.6,0,1
480_1,11,11,1.75,0.6,-45,0
480_2,11,11,0.5,0.8,-45,0
481_1,13,11,2,0.3,-90,0
481_2,13,11,0.5,0.6,0,1
482_1,17,9,1.75,0.6,0,1
482_2,17,9,1.25,0.4,-90,0
483_1,23,10,1.75,0.3,0,1
483_2,23,10,1.25,0.9,0,1
485_1,11,6,1.25,0.9,-45,0
485_2,11,6,1,0.4,-90,0
486_1,19,4,2,0.3,-90,0
486_2,19,4,2,0.8,-90,0
488_1,14,6,0.75,0.4,0,1
488_2,14,6,1.5,0.8,-45,0
489_1,21,4,2,0.5,0,0
489_2,21,4,0.75,0.9,0,1
492_1,9,7,2,0.7,-45,0
492_2,9,7,1.25,1,0,1
493_1,7,3,1.5,0.3,-90,0
493_2,7,3,1,1,0,0
497_1,20,12,0.5,0.6,0,1
497_2,20,12,1,0.6,0,1
500_1,9,6,1.75,0.3,-45,0
500_2,9,6,0.5,0.6,0,1
502_1,19,11,1.5,0.6,-45,0
502_2,19,11,1.5,0.5,-90,0
503_1,8,8,1.75,0.9,0,1
503_2,8,8,1.75,0.4,0,1
504_1,22,7,1.25,0.5,0,1
504_2,22,7,0.75,0.8,-45,0
505_1,10,14,0.5,0.9,-90,0
505_2,10,14,1.25,0.8,0,1
506_1,7,6,1.5,0.8,-45,0
506_2,7,6,0.5,0.3,-45,0
509_1,13,5,1.75,0.3,-45,0
509_2,13,5,0.75,0.4,0,1
510_1,13,12,1.25,0.9,0,1
510_2,13,12,1.25,1,0,1
511_1,6,5,0.5,0.8,0,1
511_2,6,5,1,0.4,0,1
513_1,19,6,0.75,1,0,1
513_2,19,6,1,0.4,0,1
515_1,6,10,0.75,0.5,0,1
515_2,6,10,1,0.9,-45,0
516_1,25,4,2,0.8,0,0
516_2,25,4,1.5,0.3,-45,0
517_1,20,13,2,0.5,0,1
517_2,20,13,1,0.8,-90,0
518_1,5,13,0.5,0.4,-45,0
518_2,5,13,1.25,0.9,0,0
519_1,10,8,0.5,0.8,0,1
519_2,10,8,2,0.6,0,0
520_1,17,4,1.75,0.7,0,1
520_2,17,4,0.5,0.6,0,1
521_1,18,7,2,0.4,0,0
521_2,18,7,0.75,0.4,0,1
523_1,10,3,1.5,0.7,0,0
523_2,10,3,1.25,0.4,0,1
525_1,21,6,2,0.4,0,1
525_2,21,6,2,0.9,0,1
526_1,16,5,0.5,0.5,0,1
526_2,16,5,0.75,0.6,-45,0
527_1,20,8,1.75,1,0,1
527_2,20,8,0.75,0.7,-45,0
529_1,6,4,1,0.9,0,0
529_2,6,4,1.75,0.3,0,1
531_1,7,7,1.5,0.5,0,0
531_2,7,7,1.5,0.8,0,1
532_1,13,11,0.75,1,-90,0
532_2,13,11,0.75,0.8,-90,0
535_1,14,14,1.5,0.3,0,1
535_2,14,14,1.5,0.4,0,1
536_1,22,14,1.5,0.3,-45,0
536_2,22,14,1.5,0.9,0,1
537_1,8,3,0.75,0.4,0,1
537_2,8,3,1.75,0.7,-45,0
538_1,22,4,1.75,1,0,1
538_2,22,4,1.5,0.7,0,1
541_1,23,10,0.5,1,-90,0
541_2,23,10,1,0.9,0,1
542_1,23,3,1.75,0.3,0,0
542_2,23,3,0.5,0.6,0,1
543_1,16,4,0.75,0.3,0,1
543_2,16,4,0.75,0.3,0,1
545_1,18,3,1,1,-45,0
545_2,18,3,1.5,0.9,-90,0
546_1,24,5,1,0.6,0,1
546_2,24,5,0.75,0.6,-45,0
547_1,8,12,1.75,0.8,0,1
547_2,8,12,1.25,0.8,0,1
548_1,7,11,1,0.9,-90,0
548_2,7,11,1.25,0.3,0,1
549_1,16,12,1,0.3,-45,0
549_2,16,12,0.5,0.7,-45,0
550_1,16,10,1,1,0,1
550_2,16,10,1,1,-90,0
551_1,5,3,0.5,0.8,-90,0
551_2,5,3,0.5,0.3,0,0
552_1,12,6,1.5,0.6,-45,0
552_2,12,6,1,0.3,0,1
554_1,7,9,1.75,0.4,0,1
554_2,7,9,1.75,0.9,0,1
555_1,13,3,1.25,0.6,0,1
555_2,13,3,0.75,0.5,0,0
557_1,20,3,2,0.8,0,1
557_2,20,3,1.25,0.5,0,1
558_1,8,7,1.25,0.4,0,1
558_2,8,7,0.5,1,-90,0
559_1,16,5,2,0.7,0,0
559_2,16,5,0.75,0.7,-45,0
560_1,22,12,0.5,0.5,0,1
560_2,22,12,2,1,-90,0
561_1,6,5,1.25,0.3,0,1
561_2,6,5,1.25,0.4,-45,0
562_1,21,7,1.25,0.7,0,1
562_2,21,7,1.75,0.5,0,1
563_1,10,7,1.75,0.6,0,0
563_2,10,7,1.75,0.3,-90,0
564_1,5,4,1.75,0.9,0,1
564_2,5,4,2,0.9,-45,0
565_1,5,13,1,0.9,0,1
565_2,5,13,1.25,0.8,-45,0
566_1,5,10,1.5,0.7,0,1
566_2,5,10,1.5,0.6,-90,0
567_1,12,8,0.5,0.7,-90,0
567_2,12,8,0.5,1,-90,0
568_1,10,7,1.75,0.6,0,1
568_2,10,7,0.75,0.6,0,1
569_1,11,14,1,0.7,0,1
569_2,11,14,0.5,0.8,-45,0
570_1,21,6,1.5,0.7,0,1
570_2,21,6,1.5,0.7,-45,0
571_1,14,4,2,0.4,-45,0
571_2,14,4,1.25,0.5,-90,0
572_1,6,10,1.25,1,0,1
572_2,6,10,1.5,0.7,-45,0
573_1,6,5,0.5,0.9,-90,0
573_2,6,5,1.25,0.9,0,1
574_1,14,13,0.75,0.5,-90,0
574_2,14,13,1,0.8,0,1
576_1,17,7,0.75,0.6,-45,0
576_2,17,7,2,0.9,-90,0
577_1,18,7,0.75,0.4,0,1
577_2,18,7,1.5,1,0,1
578_1,11,13,1.25,0.5,0,1
578_2,11,13,0.5,0.4,0,1
580_1,17,7,1.75,1,-45,0
580_2,17,7,0.75,1,0,1
581_1,20,9,1.25,0.7,0,1
581_2,20,9,1,0.7,-90,0
582_1,9,4,1.75,1,0,1
582_2,9,4,1.5,1,-45,0
583_1,6,6,1.5,0.7,0,0
583_2,6,6,1.25,0.6,0,1
584_1,20,5,1.75,0.9,0,1
584_2,20,5,0.5,0.4,-90,0
585_1,22,11,0.5,0.7,0,1
585_2,22,11,1.25,1,-45,0
586_1,23,13,2,0.9,0,1
586_2,23,13,1,0.9,0,1
587_1,11,8,1.5,0.9,0,1
587_2,11,8,1.5,0.9,0,0
588_1,19,5,1.25,0.8,-45,0
588_2,19,5,1.25,0.3,-45,0
589_1,9,10,0.5,0.6,0,1
589_2,9,10,1,0.8,-45,0
590_1,7,11,1.75,0.5,0,0
590_2,7,11,2,0.6,-90,0
591_1,7,9,2,0.9,0,0
591_2,7,9,0.5,0.3,0,1
592_1,13,12,2,1,0,1
592_2,13,12,1.25,0.7,-90,0
593_1,7,11,1.75,0.5,-45,0
593_2,7,11,2,0.7,0,1
594_1,18,4,1.5,0.5,0,0
594_2,18,4,1.5,0.3,0,0
596_1,17,12,2,0.4,0,1
596_2,17,12,2,0.6,0,1
597_1,24,9,2,0.4,-90,0
597_2,24,9,2,0.8,0,1
598_1,23,10,0.75,0.9,-90,0
598_2,23,10,0.5,0.3,0,1
599_1,17,3,2,0.4,0,0
599_2,17,3,1.25,0.7,-90,0
600_1,20,6,0.75,0.9,-90,0
600_2,20,6,0.5,0.3,-45,0
601_1,12,5,0.75,1,-45,0
601_2,12,5,1.5,0.8,0,1
602_1,25,9,1.5,0.4,0,1
602_2,25,9,1.75,0.5,0,1
603_1,6,8,0.75,0.3,0,1
603_2,6,8,0.75,0.8,0,1
604_1,13,3,1.75,1,-90,0
604_2,13,3,1.75,0.3,0,1
605_1,25,3,2,0.7,0,1
605_2,25,3,1.25,0.8,0,0
606_1,25,10,2,0.4,0,1
606_2,25,10,1.25,0.6,0,1
607_1,6,4,0.5,0.9,-90,0
607_2,6,4,0.5,1,-90,0
608_1,11,13,1.75,0.6,0,1
608_2,11,13,2,0.4,0,1
610_1,15,9,0.5,0.7,-45,0
610_2,15,9,0.5,0.5,-45,0
611_1,10,14,1.25,1,0,1
611_2,10,14,1.5,0.7,0,1
612_1,15,10,1.5,0.3,0,1
612_2,15,10,1,1,0,1
614_1,8,4,1.75,0.4,-90,0
614_2,8,4,1.25,1,0,0
615_1,7,7,1.5,0.7,0,1
615_2,7,7,1.25,1,0,1
616_1,11,13,1.25,0.5,-45,0
616_2,11,13,0.75,0.8,0,1
617_1,8,3,1,1,-90,0
617_2,8,3,1,0.9,0,0
618_1,21,12,1.5,0.8,-90,0
618_2,21,12,1.75,0.4,0,1
619_1,23,10,0.5,0.6,0,1
619_2,23,10,0.75,0.7,-45,0
620_1,24,8,1.25,0.5,-45,0
620_2,24,8,0.75,0.6,0,1
621_1,24,3,1.5,0.5,-90,0
621_2,24,3,1.5,1,-90,0
622_1,12,7,0.75,1,0,1
622_2,12,7,1,0.8,0,1
623_1,13,13,1.5,0.7,-90,0
623_2,13,13,1.75,0.3,0,1
625_1,14,5,2,0.5,0,1
625_2,14,5,1,0.7,-90,0
626_1,24,12,1.25,0.8,0,1
626_2,24,12,0.75,0.8,0,1
627_1,10,11,2,0.7,0,1
627_2,10,11,1.75,0.5,0,0
628_1,10,10,2,1,0,1
628_2,10,10,1.25,0.8,0,1
629_1,19,5,2,0.9,0,1
629_2,19,5,0.75,0.8,0,1
630_1,24,11,0.5,0.4,0,1
630_2,24,11,1.5,0.7,0,1
633_1,7,9,0.75,0.6,-45,0
633_2,7,9,2,0.6,0,1
634_1,20,7,1.5,0.9,0,1
634_2,20,7,1.75,0.4,-90,0
635_1,8,12,1.75,0.5,0,1
635_2,8,12,1.75,1,-45,0
636_1,9,5,1,1,0,0
636_2,9,5,2,0.3,0,1
637_1,24,13,1.25,0.3,-90,0
637_2,24,13,1.25,0.8,-45,0
638_1,8,3,0.5,0.8,0,1
638_2,8,3,1.25,0.3,0,0
639_1,7,14,1,0.3,0,1
639_2,7,14,1.5,0.5,0,1
641_1,9,6,1.5,0.9,0,1
641_2,9,6,2,0.4,-90,0
642_1,7,10,1.25,0.6,0,1
642_2,7,10,0.75,0.3,-45,0
643_1,16,10,1.25,0.9,0,1
643_2,16,10,1.5,0.6,-90,0
644_1,23,13,1.75,1,0,1
644_2,23,13,1.5,0.4,0,1
645_1,12,3,2,0.4,0,1
645_2,12,3,1.25,0.9,0,1
646_1,24,4,2,0.5,0,1
646_2,24,4,0.75,0.6,0,1
648_1,8,10,0.5,0.8,0,1
648_2,8,10,0.75,0.5,0,1
649_1,24,7,1,0.3,0,1
649_2,24,7,1.5,1,0,1
650_1,6,6,2,0.5,-90,0
650_2,6,6,0.75,0.9,-45,0
651_1,7,14,1.75,0.5,0,1
651_2,7,14,0.75,0.9,0,1
652_1,14,13,0.75,0.9,-45,0
652_2,14,13,0.75,0.8,0,1
653_1,13,4,0.75,0.7,-45,0
653_2,13,4,1.75,0.5,-45,0
654_1,15,5,1.5,0.9,0,1
654_2,15,5,2,0.8,-45,0
655_1,19,4,1.5,0.6,0,0
655_2,19,4,1,0.3,-90,0
656_1,7,3,0.5,0.3,0,1
656_2,7,3,1.25,0.8,0,0
657_1,9,5,2,0.8,0,1
657_2,9,5,2,0.9,-90,0
658_1,22,10,1,0.6,0,1
658_2,22,10,1,0.6,0,1
659_1,22,4,1,0.6,0,1
659_2,22,4,0.5,1,-45,0
660_1,5,5,0.5,0.3,0,1
660_2,5,5,0.75,0.3,-90,0
661_1,17,12,1.75,0.5,-90,0
661_2,17,12,1.5,0.4,0,1
664_1,11,5,2,0.7,-90,0
664_2,11,5,1.25,0.5,0,1
665_1,17,4,1.5,0.9,0,1
665_2,17,4,1,0.5,-45,0
666_1,11,12,1.25,0.3,0,1
666_2,11,12,1.75,0.6,-90,0
667_1,18,5,1.5,0.4,-90,0
667_2,18,5,2,0.7,0,1
668_1,8,7,1,0.7,-45,0
668_2,8,7,1.25,0.6,-45,0
669_1,13,6,2,0.5,0,1
669_2,13,6,1.5,0.3,0,1
670_1,14,8,1.75,0.5,0,1
670_2,14,8,2,0.9,0,1
671_1,23,9,1.75,0.5,0,1
671_2,23,9,1.5,0.9,0,1
673_1,17,3,1.25,0.7,-90,0
673_2,17,3,0.5,0.3,0,1
675_1,9,13,0.5,0.7,-45,0
675_2,9,13,0.5,1,0,1
676_1,10,5,1,0.6,0,1
676_2,10,5,0.5,0.7,0,1
678_1,16,7,0.5,0.6,0,1
678_2,16,7,0.75,0.6,-45,0
679_1,23,11,1.5,0.6,0,1
679_2,23,11,0.75,1,0,1
681_1,20,8,1.5,0.4,0,1
681_2,20,8,1,0.5,-90,0
682_1,25,12,1.75,0.5,0,1
682_2,25,12,1.5,0.7,0,1
683_1,17,5,1,0.6,-45,0
683_2,17,5,0.5,0.3,-45,0
684_1,15,14,1.75,0.9,-90,0
684_2,15,14,2,0.4,0,1
685_1,7,6,1.75,1,0,1
685_2,7,6,0.75,0.4,0,1
686_1,20,4,2,0.4,0,0
686_2,20,4,1.5,0.7,-45,0
688_1,17,5,1.5,0.8,-45,0
688_2,17,5,1.75,0.3,-45,0
689_1,18,14,1,0.6,0,1
689_2,18,14,0.5,0.6,0,1
690_1,24,14,1,0.3,0,1
690_2,24,14,0.75,0.6,-45,0
691_1,14,13,0.75,0.9,-45,0
691_2,14,13,1.5,0.3,0,1
692_1,22,11,1.75,0.5,0,1
692_2,22,11,0.5,0.8,0,1
693_1,19,4,1,0.4,-90,0
693_2,19,4,1,0.8,0,1
695_1,25,11,1.25,0.8,-45,0
695_2,25,11,1.25,0.5,0,1
696_1,16,11,1,0.7,0,1
696_2,16,11,1.25,0.9,0,1
697_1,7,14,1.5,0.5,0,1
697_2,7,14,2,0.9,0,1
698_1,18,4,1,0.8,-90,0
698_2,18,4,1.5,0.3,0,0
699_1,21,6,1.75,0.5,-90,0
699_2,21,6,1,0.8,-45,0
700_1,17,10,0.5,0.6,0,1
700_2,17,10,1.25,0.5,-45,0
701_1,17,5,1.75,0.7,0,0
701_2,17,5,1.75,0.9,0,1
702_1,18,8,0.5,0.9,0,1
702_2,18,8,1.25,0.8,0,1
704_1,7,13,1.25,0.9,0,1
704_2,7,13,1.5,0.5,-90,0
705_1,11,14,1,0.7,0,1
705_2,11,14,1.5,0.8,0,1
706_1,6,8,2,1,-45,0
706_2,6,8,2,0.5,-90,0
707_1,7,8,0.5,1,-45,0
707_2,7,8,1.5,0.5,0,1
708_1,23,10,1.5,0.8,-90,0
708_2,23,10,1,0.6,-90,0
709_1,5,4,1.75,0.4,0,0
709_2,5,4,1,0.5,0,0
710_1,15,7,1.75,0.6,0,1
710_2,15,7,1,1,0,1
711_1,15,14,2,0.8,0,1
711_2,15,14,1.5,0.7,0,1
712_1,17,11,2,0.8,-45,0
712_2,17,11,0.75,0.4,0,1
713_1,10,4,0.75,0.6,0,0
713_2,10,4,2,0.7,-90,0
714_1,19,3,2,0.8,0,0
714_2,19,3,1.5,0.9,0,1
715_1,10,14,1.5,0.3,-45,0
715_2,10,14,1,0.7,0,1
716_1,5,3,1,0.7,0,1
716_2,5,3,1.25,0.4,0,1
717_1,16,9,1.5,0.9,-90,0
717_2,16,9,1,1,-90,0
719_1,23,7,1.25,0.5,0,1
719_2,23,7,0.75,0.7,-90,0
720_1,18,9,2,0.8,0,1
720_2,18,9,0.5,1,-90,0
721_1,24,4,1.5,0.5,-90,0
721_2,24,4,0.5,0.8,0,1
722_1,24,13,1.25,0.3,0,1
722_2,24,13,1.75,0.5,0,1
723_1,11,13,1.75,0.6,0,1
723_2,11,13,1.25,0.8,0,1
724_1,14,9,1,0.4,0,1
724_2,14,9,1.75,0.7,0,1
725_1,22,9,1,0.3,-90,0
725_2,22,9,2,0.8,0,1
727_1,6,8,0.75,0.3,0,0
727_2,6,8,1.75,0.8,0,1
728_1,21,3,2,1,-45,0
728_2,21,3,1,0.9,-45,0
730_1,7,4,1.75,0.6,-45,0
730_2,7,4,1.5,0.4,-90,0
732_1,25,13,1.25,0.6,0,1
732_2,25,13,1.75,0.5,-90,0
733_1,23,13,2,0.4,0,1
733_2,23,13,2,0.6,-45,0
734_1,9,8,1.25,0.4,-45,0
734_2,9,8,1.25,0.4,0,1
735_1,9,9,0.75,0.6,0,1
735_2,9,9,1.5,0.5,0,1
736_1,9,9,1.75,1,0,1
736_2,9,9,1.5,0.8,-90,0
737_1,11,4,1.5,0.6,-45,0
737_2,11,4,0.75,0.4,0,1
738_1,19,5,1.5,0.3,-90,0
738_2,19,5,1.5,0.7,0,1
739_1,10,5,1.25,0.7,0,1
739_2,10,5,1.25,1,-45,0
743_1,22,14,0.5,0.5,0,1
743_2,22,14,0.75,0.6,0,1
744_1,14,6,0.75,0.9,-45,0
744_2,14,6,1.75,1,0,1
745_1,24,12,1.75,0.8,0,1
745_2,24,12,1,0.5,0,1
746_1,23,11,1,0.7,0,1
746_2,23,11,1.75,0.4,0,1
747_1,10,3,0.5,0.8,0,1
747_2,10,3,1.25,0.4,-45,0
748_1,18,11,2,0.6,-90,0
748_2,18,11,1.75,0.9,0,1
749_1,6,10,1,0.6,0,0
749_2,6,10,1.5,0.7,-90,0
750_1,25,7,1,1,-90,0
750_2,25,7,0.75,0.3,-45,0
751_1,23,8,0.5,0.6,0,1
751_2,23,8,1,0.8,-45,0
752_1,21,12,0.75,0.9,0,1
752_2,21,12,1,0.3,-90,0
754_1,10,8,0.75,0.8,-90,0
754_2,10,8,1.25,0.6,0,0
755_1,12,8,1.5,0.9,0,1
755_2,12,8,0.75,0.7,0,1
756_1,17,10,2,1,0,1
756_2,17,10,1.75,0.5,0,1
757_1,20,6,0.75,0.7,0,1
757_2,20,6,0.75,0.9,0,1
758_1,23,5,1.25,1,0,1
758_2,23,5,1.5,0.9,0,1
759_1,8,10,1.5,0.7,0,0
759_2,8,10,0.5,0.6,-90,0
762_1,6,11,1,0.6,0,1
762_2,6,11,0.5,0.6,-45,0
763_1,19,6,1.25,0.7,-45,0
763_2,19,6,1.75,0.9,0,1
765_1,13,8,1.25,0.3,0,1
765_2,13,8,0.5,1,0,1
766_1,13,8,1.75,0.7,-45,0
766_2,13,8,0.75,1,0,1
767_1,13,8,1,0.6,0,1
767_2,13,8,0.75,0.7,-45,0
768_1,24,10,1.5,1,-45,0
768_2,24,10,1.25,0.7,0,1
771_1,18,4,0.75,0.7,0,1
771_2,18,4,1.75,0.3,-90,0
772_1,21,8,0.75,0.8,-45,0
772_2,21,8,1.5,0.4,0,1
773_1,6,4,1.25,0.4,0,0
773_2,6,4,1.75,0.6,0,0
774_1,20,5,2,1,-90,0
774_2,20,5,2,0.8,0,1
775_1,12,6,1.75,0.4,0,1
775_2,12,6,1.5,0.5,0,1
776_1,5,11,1.75,0.4,0,1
776_2,5,11,1,0.5,-45,0
777_1,13,8,1.75,0.9,0,1
777_2,13,8,0.75,0.5,-90,0
778_1,9,13,1.5,0.8,-45,0
778_2,9,13,2,1,0,1
779_1,6,9,1.75,0.9,0,1
779_2,6,9,1.5,0.6,-90,0
780_1,24,14,0.75,0.5,0,1
780_2,24,14,1.75,0.4,-45,0
781_1,25,11,1,0.9,0,1
781_2,25,11,1.25,0.3,0,1
782_1,14,4,0.75,0.6,0,1
782_2,14,4,1.25,0.8,0,0
783_1,17,9,1.5,0.6,-90,0
783_2,17,9,2,0.4,0,1
784_1,18,8,0.5,0.8,0,1
784_2,18,8,1.5,0.4,0,1
785_1,7,12,2,0.8,-45,0
785_2,7,12,1,0.6,-90,0
786_1,23,7,0.75,0.5,-45,0
786_2,23,7,1.25,1,0,1
788_1,25,5,1.25,1,-45,0
788_2,25,5,1,0.3,0,1
789_1,19,5,2,1,0,0
789_2,19,5,0.5,1,0,1
791_1,17,7,1,0.4,0,1
791_2,17,7,0.75,0.9,0,1
792_1,11,12,1,0.8,-45,0
792_2,11,12,1.25,0.7,-90,0
793_1,9,10,0.5,0.4,0,1
793_2,9,10,1.75,0.7,-45,0
794_1,9,3,1.5,0.7,0,1
794_2,9,3,1.5,0.5,0,0
795_1,21,4,1.25,0.5,-45,0
795_2,21,4,2,0.5,-90,0
796_1,23,10,0.5,0.7,-45,0
796_2,23,10,1.75,0.5,-45,0
798_1,15,7,2,0.8,-45,0
798_2,15,7,1.25,0.6,0,1
799_1,10,7,0.75,1,0,1
799_2,10,7,1.25,1,0,1
800_1,14,13,1,0.5,0,1
800_2,14,13,0.5,0.8,-90,0
801_1,18,12,1.5,1,0,1
801_2,18,12,0.75,0.8,-90,0
803_1,24,8,0.5,1,-90,0
803_2,24,8,1.75,0.5,0,1
804_1,15,4,1.75,0.8,-45,0
804_2,15,4,1.25,0.9,-45,0
807_1,17,4,0.75,0.3,-90,0
807_2,17,4,1.25,0.3,-45,0
809_1,23,10,1.75,0.6,0,1
809_2,23,10,0.5,0.9,0,1
810_1,8,13,2,0.7,0,1
810_2,8,13,1.75,0.7,0,1
811_1,25,9,1,0.4,0,1
811_2,25,9,1,1,-90,0
812_1,13,4,1.5,0.9,0,1
812_2,13,4,0.75,0.3,0,1
813_1,5,5,1.75,0.6,0,1
813_2,5,5,1.25,0.6,-90,0
814_1,15,3,0.5,1,-45,0
814_2,15,3,1.5,0.3,0,1
815_1,23,14,0.5,0.7,0,1
815_2,23,14,1,1,-45,0
816_1,10,9,0.75,0.7,0,1
816_2,10,9,1.5,0.9,0,0
817_1,5,12,1.25,1,-90,0
817_2,5,12,1.5,0.7,0,1
818_1,20,10,1.75,0.3,-90,0
818_2,20,10,1.25,0.5,0,1
819_1,13,8,1.75,0.5,0,1
819_2,13,8,1,0.8,-45,0
820_1,12,14,1.5,0.9,0,1
820_2,12,14,2,0.3,0,1
821_1,9,9,1,0.9,0,1
821_2,9,9,1.75,0.8,0,0
822_1,17,7,1,0.3,0,1
822_2,17,7,0.75,0.9,0,1
823_1,14,9,1.5,0.9,-90,0
823_2,14,9,0.5,0.3,-45,0
824_1,21,8,0.75,1,0,1
824_2,21,8,0.5,0.6,-45,0
825_1,10,12,1,0.3,-45,0
825_2,10,12,2,0.7,0,0
826_1,18,13,0.75,0.3,-45,0
826_2,18,13,0.75,0.5,0,1
828_1,11,11,1,0.6,-90,0
828_2,11,11,2,0.3,-45,0
829_1,18,12,1.25,0.8,-90,0
829_2,18,12,1,1,0,1
832_1,22,4,1,0.8,-90,0
832_2,22,4,1,0.4,-45,0
833_1,7,5,0.75,0.5,-45,0
833_2,7,5,0.5,0.6,0,1
834_1,15,6,1,0.4,-45,0
834_2,15,6,2,0.4,0,1
835_1,22,14,1.5,0.8,0,1
835_2,22,14,2,0.7,0,1
837_1,25,7,1.5,0.8,0,1
837_2,25,7,0.5,0.6,0,1
838_1,18,3,1,0.9,0,0
838_2,18,3,0.5,0.5,0,1
840_1,24,13,0.5,0.4,0,1
840_2,24,13,1,0.7,0,1
841_1,10,6,1.25,0.6,0,1
841_2,10,6,1.75,0.4,0,1
842_1,8,6,0.75,0.9,0,1
842_2,8,6,0.75,0.4,0,0
843_1,9,10,1.5,0.3,0,1
843_2,9,10,1.75,1,0,1
844_1,13,14,2,0.5,0,1
844_2,13,14,1,1,0,1
848_1,22,13,1.25,0.3,0,1
848_2,22,13,0.5,0.5,-45,0
849_1,18,9,2,1,0,1
849_2,18,9,1.5,0.4,0,1
850_1,16,13,0.5,0.8,0,1
850_2,16,13,1.25,1,-45,0
851_1,23,12,1.5,0.7,0,1
851_2,23,12,1,0.5,-45,0
852_1,20,14,1.5,0.9,-45,0
852_2,20,14,1.5,0.6,0,1
853_1,24,5,0.5,0.5,0,1
853_2,24,5,2,0.5,0,0
854_1,10,6,1.75,0.5,-90,0
854_2,10,6,0.5,0.7,0,1
855_1,14,13,1.75,0.6,0,1
855_2,14,13,2,0.8,0,1
856_1,14,9,0.75,0.7,0,1
856_2,14,9,1.25,0.6,-90,0
857_1,19,8,1.5,1,-90,0
857_2,19,8,0.75,0.6,-45,0
858_1,11,5,1.75,0.3,0,1
858_2,11,5,0.75,0.8,0,1
859_1,14,10,0.75,0.4,0,1
859_2,14,10,1.5,0.4,-90,0
861_1,18,6,1.75,0.5,0,1
861_2,18,6,1.25,0.5,0,1
862_1,13,6,0.5,0.7,-45,0
862_2,13,6,0.5,1,0,1
863_1,13,3,1.5,0.5,0,0
863_2,13,3,1.25,0.3,0,0
865_1,5,6,2,0.3,-45,0
865_2,5,6,1,0.9,-90,0
866_1,12,9,2,1,0,0
866_2,12,9,1.5,0.6,-45,0
868_1,14,7,0.5,0.3,-90,0
868_2,14,7,1.75,0.7,0,0
869_1,24,12,0.5,0.9,0,1
869_2,24,12,0.75,0.3,0,1
870_1,15,8,1,0.6,0,1
870_2,15,8,0.75,1,-45,0
871_1,6,3,1.5,0.4,0,1
871_2,6,3,0.5,0.3,0,1
872_1,13,8,2,0.3,0,1
872_2,13,8,2,0.5,0,1
873_1,22,11,0.75,0.8,-90,0
873_2,22,11,2,0.5,-90,0
874_1,14,12,1.25,0.4,-45,0
874_2,14,12,1.25,0.7,-45,0
875_1,13,11,0.75,1,-45,0
875_2,13,11,0.75,0.9,0,1
876_1,6,7,2,0.6,0,1
876_2,6,7,1.5,0.6,0,1
877_1,22,3,1.75,1,0,0
