idx,name,nbar,width,bandwidth
1001,500_1,10,400,0.25
1002,501_2,16,400,0.25
1003,501_1,16,1000,0.55
1004,502_2,19,1100,0.25
1005,502_1,19,400,0.25
1006,503_1,22,300,0.1
1007,503_2,22,500,0.55
1008,504_1,22,900,0.4
1009,504_2,22,800,0.85
1010,505_2,16,1000,1
1011,505_1,16,300,0.55
1012,506_2,19,600,1
1013,506_1,19,400,0.85
1014,507_2,22,400,1
1015,507_1,22,1100,1
1016,508_2,18,600,0.25
1017,508_1,18,500,0.4
1018,509_2,21,1000,0.7
1019,509_1,21,700,0.25
1020,510_2,5,600,0.1
1021,510_1,5,600,1
1022,511_1,5,300,1
1023,511_2,5,600,0.25
1024,512_2,5,300,0.7
1025,512_1,5,300,0.7
1026,513_1,27,400,0.25
1027,513_2,27,500,0.85
1028,514_2,5,400,0.55
1029,514_1,5,500,0.1
1030,515_2,5,600,0.85
1031,515_1,5,900,0.1
1032,516_2,5,600,1
1033,516_1,5,1100,0.55
1034,517_2,18,1000,0.55
1035,517_1,18,900,0.25
1036,518_1,9,600,0.4
1037,518_2,9,800,0.85
1038,519_2,24,700,0.1
1039,519_1,24,500,0.85
1040,520_2,26,600,0.25
1041,520_1,26,900,0.1
1042,521_2,5,300,0.4
1043,521_1,5,600,0.55
1044,522_2,5,300,0.85
1045,522_1,5,900,0.55
1046,523_1,28,1100,0.55
1047,523_2,28,1000,0.25
1048,524_1,5,500,0.4
1049,524_2,5,700,0.7
1050,525_1,5,800,0.1
1051,525_2,5,600,1
1052,526_2,19,900,0.55
1053,526_1,19,1000,0.25
1054,527_1,5,700,0.7
1055,527_2,5,900,0.55
1056,528_1,15,1000,0.4
1057,528_2,15,600,0.4
1058,529_1,20,300,1
1059,529_2,20,1100,0.85
1060,530_1,16,1000,0.7
1061,530_2,16,500,0.25
1062,531_2,5,1000,0.1
1063,531_1,5,900,0.4
1064,532_2,14,300,0.7
1065,532_1,14,1100,0.55
1066,533_1,4,1100,1
1067,533_2,4,800,1
1068,534_2,13,700,1
1069,534_1,13,600,0.4
1070,535_2,5,800,1
1071,535_1,5,1100,1
1072,536_1,19,800,0.4
1073,536_2,19,700,0.55
1074,537_1,14,1100,0.85
1075,537_2,14,400,0.7
1076,538_2,17,700,0.55
1077,538_1,17,900,0.4
1078,539_2,10,500,0.85
1079,539_1,10,1000,0.55
1080,540_1,23,900,0.85
1081,540_2,23,400,0.4
1082,541_2,15,700,0.1
1083,541_1,15,700,0.1
1084,542_1,14,600,1
1085,542_2,14,600,0.25
1086,543_1,19,500,0.55
1087,543_2,19,900,0.85
1088,544_1,18,400,0.55
1089,544_2,18,1000,0.1
1090,545_1,17,400,0.1
1091,545_2,17,800,0.7
1092,546_1,22,400,0.7
1093,546_2,22,800,0.55
1094,547_1,26,1000,0.85
1095,547_2,26,700,0.85
1096,548_1,10,1000,0.25
1097,548_2,10,1100,0.25
1098,549_1,21,300,0.1
1099,549_2,21,400,0.85
1100,550_2,13,300,0.85
1101,550_1,13,900,0.1
1102,551_2,4,700,0.85
1103,551_1,4,800,0.25
1104,552_1,19,600,0.7
1105,552_2,19,1100,0.7
1106,553_2,26,900,0.25
1107,553_1,26,300,0.85
1108,554_1,25,400,0.85
1109,554_2,25,1000,0.7
1110,555_1,18,300,0.85
1111,555_2,18,1000,0.7
1112,556_2,5,700,0.1
1113,556_1,5,1000,0.7
1114,557_1,14,400,0.1
1115,557_2,14,900,0.25
1116,558_1,18,600,0.55
1117,558_2,18,300,0.55
1118,559_1,18,800,0.85
1119,559_2,18,500,0.85
1120,560_2,24,1100,0.25
1121,560_1,24,1000,0.85
1122,561_1,5,1100,0.1
1123,561_2,5,700,0.4
1124,562_2,24,300,0.25
1125,562_1,24,700,0.7
1126,563_1,9,400,0.85
1127,563_2,9,600,0.25
1128,564_2,19,400,0.85
1129,564_1,19,700,0.4
1130,565_1,5,600,0.1
1131,565_2,5,600,0.25
1132,566_2,10,400,0.25
1133,566_1,10,700,0.85
1134,567_2,10,500,0.55
1135,567_1,10,1100,0.4
1136,568_1,10,1100,0.7
1137,568_2,10,400,0.55
1138,569_2,10,400,0.25
1139,569_1,10,1000,0.4
1140,570_1,20,900,0.4
1141,570_2,20,600,0.4
1142,571_2,20,600,1
1143,571_1,20,800,0.1
1144,572_1,20,1100,0.7
1145,572_2,20,1100,0.1
1146,573_2,10,800,0.1
1147,573_1,10,800,0.25
1148,574_2,5,700,0.85
1149,574_1,5,1000,0.7
1150,575_2,22,1000,0.1
1151,575_1,22,1000,0.25
1152,576_1,5,700,0.25
1153,576_2,5,1000,0.7
1154,577_1,10,700,0.7
1155,577_2,10,900,0.7
1156,578_1,22,800,0.1
1157,578_2,22,300,1
1158,579_2,23,1000,1
1159,579_1,23,500,0.25
1160,580_2,15,400,1
1161,580_1,15,900,0.85
1162,581_2,17,1000,0.4
1163,581_1,17,900,0.25
1164,582_1,10,1100,0.25
1165,582_2,10,800,1
1166,583_1,10,1100,0.1
1167,583_2,10,400,0.1
1168,584_1,15,500,0.1
1169,584_2,15,300,1
1170,585_1,13,1100,1
1171,585_2,13,300,0.55
1172,586_2,5,500,0.25
1173,586_1,5,400,1
1174,587_2,9,400,0.55
1175,587_1,9,1000,0.85
1176,588_2,5,900,0.85
1177,588_1,5,600,0.55
1178,589_1,20,600,0.25
1179,589_2,20,600,0.85
1180,590_1,15,800,0.85
1181,590_2,15,500,0.1
1182,591_2,15,1000,0.1
1183,591_1,15,1100,0.1
1184,592_1,5,300,0.7
1185,592_2,5,1000,0.1
1186,593_2,5,600,0.4
1187,593_1,5,300,0.7
1188,594_2,10,600,0.7
1189,594_1,10,500,0.4
1190,595_2,10,700,1
1191,595_1,10,1000,0.85
1192,596_2,18,900,0.7
1193,596_1,18,900,0.85
1194,597_2,5,600,0.4
1195,597_1,5,300,0.85
1196,598_1,10,500,0.1
1197,598_2,10,700,0.7
1198,599_2,25,700,0.25
1199,599_1,25,300,0.7
1200,600_2,9,600,1
1201,600_1,9,1000,0.85
1202,601_2,15,800,1
1203,601_1,15,800,1
1204,602_1,5,600,0.1
1205,602_2,5,1100,1
1206,603_1,24,1100,0.85
1207,603_2,24,800,0.7
1208,604_2,5,500,0.85
1209,604_1,5,900,1
1210,605_2,26,600,0.55
1211,605_1,26,300,0.25
1212,606_1,23,500,0.25
1213,606_2,23,800,0.25
1214,607_1,10,700,0.7
1215,607_2,10,900,0.4
1216,608_2,16,1100,0.1
1217,608_1,16,1100,0.4
1218,609_2,26,700,0.1
1219,609_1,26,500,0.85
1220,610_2,26,300,0.7
1221,610_1,26,500,0.1
1222,611_2,5,800,1
1223,611_1,5,800,0.55
1224,612_2,10,400,0.55
1225,612_1,10,500,0.7
1226,613_2,10,900,0.4
1227,613_1,10,400,0.4
1228,614_1,23,500,0.55
1229,614_2,23,1100,1
1230,615_2,27,800,0.1
1231,615_1,27,900,0.25
1232,616_2,15,900,0.55
1233,616_1,15,300,0.7
1234,617_1,15,300,0.7
1235,617_2,15,900,0.55
1236,618_1,5,700,0.55
1237,618_2,5,1100,0.85
1238,619_1,19,300,0.55
1239,619_2,19,300,0.1
1240,620_1,5,800,0.4
1241,620_2,5,300,0.7
1242,621_2,22,800,0.7
1243,621_1,22,500,0.4
1244,622_1,24,800,0.4
1245,622_2,24,300,0.25
1246,623_1,22,900,0.4
1247,623_2,22,1100,0.4
1248,624_1,24,400,1
1249,624_2,24,1100,0.7
1250,625_1,15,300,0.4
1251,625_2,15,800,0.1
1252,626_1,26,400,0.7
1253,626_2,26,700,0.55
1254,627_1,18,400,0.85
1255,627_2,18,800,0.1
1256,628_1,10,900,0.4
1257,628_2,10,600,0.85
1258,629_2,8,1100,0.1
1259,629_1,8,500,1
1260,630_1,21,500,0.7
1261,630_2,21,900,0.25
1262,631_1,22,1100,0.85
1263,631_2,22,800,0.25
1264,632_2,4,1100,0.55
1265,632_1,4,1000,0.55
1266,633_2,5,1100,0.25
1267,633_1,5,800,0.55
1268,634_1,19,400,1
1269,634_2,19,1100,0.25
1270,635_2,28,300,0.85
1271,635_1,28,500,0.55
1272,636_2,21,400,0.1
1273,636_1,21,800,0.7
1274,637_2,15,700,0.7
1275,637_1,15,1100,0.85
1276,638_2,23,700,0.25
1277,638_1,23,600,0.55
1278,639_2,10,1000,0.4
1279,639_1,10,700,0.25
1280,640_2,23,500,1
1281,640_1,23,800,0.7
1282,641_1,22,600,0.85
1283,641_2,22,400,0.55
1284,642_1,27,1100,0.25
1285,642_2,27,700,1
1286,643_2,10,700,0.85
1287,643_1,10,600,0.55
1288,644_1,18,1100,0.55
1289,644_2,18,600,0.25
1290,645_1,5,700,0.85
1291,645_2,5,900,0.85
1292,646_2,9,600,0.1
1293,646_1,9,1100,0.55
1294,647_1,18,1000,0.7
1295,647_2,18,500,0.25
1296,648_1,20,1000,0.4
1297,648_2,20,1100,0.1
1298,649_2,24,1000,0.55
1299,649_1,24,1000,1
1300,650_2,25,500,0.7
1301,650_1,25,500,0.25
1302,651_1,22,700,0.55
1303,651_2,22,900,1
1304,652_2,10,300,0.7
1305,652_1,10,1100,0.4
1306,653_2,15,1000,1
1307,653_1,15,400,0.85
1308,654_2,9,900,0.7
1309,654_1,9,400,0.1
1310,655_1,4,1000,0.85
1311,655_2,4,1000,0.55
1312,656_2,5,400,0.4
1313,656_1,5,700,1
1314,657_2,5,900,1
1315,657_1,5,1100,0.85
1316,658_2,16,500,0.7
1317,658_1,16,900,0.4
1318,659_2,13,600,0.25
1319,659_1,13,800,0.25
1320,660_1,18,600,0.85
1321,660_2,18,800,0.85
1322,661_2,26,1100,0.7
1323,661_1,26,800,0.55
1324,662_1,23,1100,0.25
1325,662_2,23,1100,0.4
1326,663_1,10,1000,0.7
1327,663_2,10,500,0.1
1328,664_2,5,800,1
1329,664_1,5,600,1
1330,665_2,5,600,0.1
1331,665_1,5,700,1
1332,666_1,19,800,1
1333,666_2,19,500,1
1334,667_2,14,1000,0.7
1335,667_1,14,400,0.85
1336,668_1,28,300,0.1
1337,668_2,28,700,0.55
1338,669_1,18,800,0.7
1339,669_2,18,400,0.4
1340,670_2,5,900,0.85
1341,670_1,5,700,0.7
1342,671_2,17,700,0.4
1343,671_1,17,600,0.25
1344,672_2,23,800,0.85
1345,672_1,23,800,1
1346,673_2,10,300,1
1347,673_1,10,600,0.85
1348,674_1,9,700,0.1
1349,674_2,9,400,0.4
1350,675_2,22,900,0.55
1351,675_1,22,900,1
1352,676_2,27,400,0.55
1353,676_1,27,400,0.25
1354,677_2,13,300,0.4
1355,677_1,13,900,0.1
1356,678_1,18,400,0.25
1357,678_2,18,400,0.25
1358,679_1,19,1000,0.85
1359,679_2,19,600,0.55
1360,680_1,22,900,0.55
1361,680_2,22,700,0.7
1362,681_2,5,500,0.55
1363,681_1,5,1000,0.55
1364,682_2,13,500,0.85
1365,682_1,13,1000,0.1
1366,683_1,12,300,0.85
1367,683_2,12,800,0.55
1368,684_1,20,600,0.85
1369,684_2,20,400,0.1
1370,685_2,18,500,0.25
1371,685_1,18,800,0.25
1372,686_2,18,800,0.55
1373,686_1,18,1100,0.7
1374,687_1,28,400,0.1
1375,687_2,28,1000,0.85
1376,688_2,19,1000,0.25
1377,688_1,19,300,0.4
1378,689_1,18,500,0.1
1379,689_2,18,500,0.1
1380,690_1,5,400,0.7
1381,690_2,5,700,0.25
1382,691_1,7,1000,0.55
1383,691_2,7,400,0.25
1384,692_1,9,700,0.25
1385,692_2,9,300,0.1
1386,693_2,5,400,0.25
1387,693_1,5,700,0.7
1388,694_2,5,300,0.7
1389,694_1,5,400,1
1390,695_2,21,700,0.55
1391,695_1,21,1000,0.55
1392,696_1,5,600,0.1
1393,696_2,5,400,0.55
1394,697_1,15,800,0.25
1395,697_2,15,1000,0.4
1396,698_1,26,500,0.85
1397,698_2,26,1000,0.55
1398,699_1,5,900,0.25
1399,699_2,5,600,0.1
1400,700_2,24,1100,1
1401,700_1,24,900,0.25
1402,701_1,7,300,0.55
1403,701_2,7,1000,0.7
1404,702_1,18,400,0.55
1405,702_2,18,800,1
1406,703_2,28,600,0.1
1407,703_1,28,600,0.4
1408,704_1,22,700,0.7
1409,704_2,22,900,1
1410,705_1,5,400,1
1411,705_2,5,600,0.85
1412,706_2,19,600,1
1413,706_1,19,900,1
1414,707_2,26,700,1
1415,707_1,26,500,1
1416,708_1,5,600,0.7
1417,708_2,5,1100,0.7
1418,709_1,12,1000,0.55
1419,709_2,12,600,0.1
1420,710_2,11,1100,0.1
1421,710_1,11,400,0.4
1422,711_2,14,800,0.25
1423,711_1,14,400,0.25
1424,712_1,26,700,1
1425,712_2,26,500,1
1426,713_2,19,600,0.25
1427,713_1,19,500,0.85
1428,714_2,18,1000,0.85
1429,714_1,18,300,0.85
1430,715_1,22,800,0.7
1431,715_2,22,1100,0.55
1432,716_1,18,300,0.4
1433,716_2,18,700,0.1
1434,717_1,13,500,0.25
1435,717_2,13,700,0.55
1436,718_1,23,300,0.25
1437,718_2,23,300,0.7
1438,719_2,29,600,0.25
1439,719_1,29,500,0.85
1440,720_1,27,900,0.4
1441,720_2,27,800,0.55
1442,721_2,5,1000,0.4
1443,721_1,5,1100,0.55
1444,722_2,24,900,0.55
1445,722_1,24,300,0.7
1446,723_2,18,800,0.85
1447,723_1,18,300,0.7
1448,724_2,25,700,0.7
1449,724_1,25,800,0.7
1450,725_1,17,300,1
1451,725_2,17,700,0.85
1452,726_1,4,900,0.25
1453,726_2,4,400,0.25
1454,727_1,18,300,0.4
1455,727_2,18,700,0.85
1456,728_2,17,400,0.7
1457,728_1,17,700,0.1
1458,729_1,24,900,0.7
1459,729_2,24,700,0.7
1460,730_1,14,500,0.4
1461,730_2,14,900,0.25
1462,731_1,22,500,0.7
1463,731_2,22,700,0.4
1464,732_2,10,800,0.4
1465,732_1,10,300,0.7
1466,733_1,19,300,0.55
1467,733_2,19,500,0.25
1468,734_2,20,800,0.25
1469,734_1,20,700,0.55
1470,735_2,10,1000,1
1471,735_1,10,800,0.1
1472,736_2,10,700,0.1
1473,736_1,10,1100,0.55
1474,737_2,24,600,0.7
1475,737_1,24,400,0.4
1476,738_2,28,800,0.7
1477,738_1,28,300,0.4
1478,739_2,14,300,0.7
1479,739_1,14,300,0.4
1480,740_2,19,400,0.7
1481,740_1,19,800,0.25
1482,741_2,24,600,0.4
1483,741_1,24,700,0.55
1484,742_1,10,300,0.1
1485,742_2,10,800,1
1486,743_1,13,800,0.25
1487,743_2,13,500,0.4
1488,744_1,4,900,0.25
1489,744_2,4,1100,0.25
1490,745_2,16,700,0.7
1491,745_1,16,900,0.7
1492,746_2,27,1100,0.55
1493,746_1,27,1000,1
1494,747_1,17,1000,0.25
1495,747_2,17,800,1
1496,748_1,24,400,0.85
1497,748_2,24,300,1
1498,749_1,20,1100,0.4
1499,749_2,20,700,0.55
1500,750_1,5,500,0.85
1501,750_2,5,900,0.55
1502,751_2,18,600,1
1503,751_1,18,500,1
1504,752_2,10,600,1
1505,752_1,10,800,0.1
1506,753_2,13,300,1
1507,753_1,13,600,0.4
1508,754_1,21,1000,0.55
1509,754_2,21,500,0.85
1510,755_1,25,800,0.85
1511,755_2,25,500,0.7
1512,756_2,5,300,0.55
1513,756_1,5,900,0.1
1514,757_1,15,300,0.1
1515,757_2,15,400,0.7
1516,758_2,20,500,0.7
1517,758_1,20,500,0.85
1518,759_1,5,400,0.25
1519,759_2,5,800,0.25
1520,760_1,23,300,0.55
1521,760_2,23,600,0.55
1522,761_1,5,700,1
1523,761_2,5,1100,0.4
1524,762_1,22,600,0.4
1525,762_2,22,400,0.1
1526,763_1,20,900,0.7
1527,763_2,20,800,0.7
1528,764_2,13,600,1
1529,764_1,13,700,0.1
1530,765_1,10,500,1
1531,765_2,10,800,0.4
1532,766_1,5,700,1
1533,766_2,5,1000,0.1
1534,767_2,9,400,1
1535,767_1,9,400,0.1
1536,768_2,5,900,0.1
1537,768_1,5,800,0.1
1538,769_2,23,1000,1
1539,769_1,23,800,0.7
1540,770_2,23,500,0.25
1541,770_1,23,800,0.85
1542,771_1,4,800,0.55
1543,771_2,4,1100,0.1
1544,772_1,5,700,0.85
1545,772_2,5,800,0.25
1546,773_2,5,900,0.55
1547,773_1,5,400,0.4
1548,774_1,20,400,0.1
1549,774_2,20,600,1
1550,775_2,9,800,0.55
1551,775_1,9,1100,0.25
1552,776_2,5,400,0.85
1553,776_1,5,600,0.4
1554,777_2,22,1000,0.1
1555,777_1,22,500,1
1556,778_2,21,1000,1
1557,778_1,21,900,0.55
1558,779_2,5,1000,0.85
1559,779_1,5,900,0.7
1560,780_1,26,600,0.1
1561,780_2,26,600,0.7
1562,781_2,5,900,1
1563,781_1,5,500,0.85
1564,782_2,14,800,0.1
1565,782_1,14,500,0.25
1566,783_1,9,800,0.7
1567,783_2,9,300,0.4
1568,784_1,22,700,1
1569,784_2,22,400,0.7
1570,785_1,8,1100,0.7
1571,785_2,8,800,1
1572,786_1,10,1000,0.25
1573,786_2,10,1000,0.55
1574,787_2,14,1000,0.4
1575,787_1,14,1000,0.85
1576,788_2,13,900,0.25
1577,788_1,13,800,0.25
1578,789_2,10,600,0.7
1579,789_1,10,400,1
1580,790_1,23,400,1
1581,790_2,23,500,0.55
1582,791_1,20,600,0.55
1583,791_2,20,600,0.1
1584,792_2,21,400,0.55
1585,792_1,21,900,0.85
1586,793_1,22,300,0.4
1587,793_2,22,300,0.25
1588,794_2,5,500,0.7
1589,794_1,5,900,1
1590,795_2,23,800,1
1591,795_1,23,800,0.1
1592,796_2,24,800,0.55
1593,796_1,24,400,0.25
1594,797_2,5,1000,1
1595,797_1,5,1000,0.7
1596,798_2,9,500,0.25
1597,798_1,9,900,0.1
1598,799_2,10,800,0.1
1599,799_1,10,900,0.1
1600,800_2,23,1100,0.55
1601,800_1,23,1100,0.55
1602,801_1,5,800,0.4
1603,801_2,5,700,0.25
1604,802_1,5,600,0.85
1605,802_2,5,800,0.55
1606,803_2,10,900,1
1607,803_1,10,700,0.1
1608,804_1,18,400,0.55
1609,804_2,18,800,0.85
1610,805_1,13,800,0.85
1611,805_2,13,700,1
1612,806_2,5,900,0.4
1613,806_1,5,1000,0.25
1614,807_2,26,700,0.85
1615,807_1,26,600,0.25
1616,808_2,28,500,0.1
1617,808_1,28,1100,1
1618,809_1,22,800,0.4
1619,809_2,22,600,0.7
1620,810_1,23,600,0.7
1621,810_2,23,900,1
1622,811_1,10,600,1
1623,811_2,10,1100,0.1
1624,812_1,18,1100,1
1625,812_2,18,500,0.55
1626,813_2,25,700,0.4
1627,813_1,25,600,1
1628,814_2,21,300,0.25
1629,814_1,21,300,0.7
1630,815_2,16,800,0.25
1631,815_1,16,700,0.55
1632,816_1,27,1100,0.1
1633,816_2,27,1100,0.85
1634,817_2,23,600,0.55
1635,817_1,23,1000,0.85
1636,818_2,21,1100,0.25
1637,818_1,21,1000,0.85
1638,819_2,18,300,0.1
1639,819_1,18,1000,0.85
1640,820_2,19,600,0.4
1641,820_1,19,700,0.55
1642,821_2,10,1100,0.4
1643,821_1,10,1100,0.55
1644,822_2,5,900,0.55
1645,822_1,5,1000,0.85
1646,823_1,9,1000,0.25
1647,823_2,9,700,0.25
1648,824_2,26,800,0.25
1649,824_1,26,300,0.4
1650,825_1,18,600,0.1
1651,825_2,18,1100,0.7
1652,826_2,18,1100,0.55
1653,826_1,18,800,0.4
1654,827_2,16,900,0.7
1655,827_1,16,1100,0.85
1656,828_2,22,500,0.1
1657,828_1,22,800,0.55
1658,829_1,19,1100,0.4
1659,829_2,19,1000,0.25
1660,830_1,14,900,1
1661,830_2,14,1000,0.25
1662,831_1,5,700,0.55
1663,831_2,5,400,0.25
1664,832_2,5,900,0.1
1665,832_1,5,500,0.25
1666,833_1,26,700,0.25
1667,833_2,26,600,0.25
1668,834_1,13,300,0.4
1669,834_2,13,700,0.4
1670,835_2,20,1100,1
1671,835_1,20,600,1
1672,836_2,9,300,0.55
1673,836_1,9,300,0.25
1674,837_2,18,900,0.55
1675,837_1,18,1100,0.4
1676,838_2,10,900,0.25
1677,838_1,10,400,0.55
1678,839_2,23,700,0.4
1679,839_1,23,800,0.4
1680,840_1,24,900,1
1681,840_2,24,700,0.4
1682,841_1,10,600,0.7
1683,841_2,10,900,0.4
1684,842_2,18,800,1
1685,842_1,18,400,0.7
1686,843_2,26,500,0.7
1687,843_1,26,900,0.55
1688,844_1,27,600,0.85
1689,844_2,27,400,0.25
1690,845_1,20,900,0.25
1691,845_2,20,300,0.55
1692,846_1,26,1000,1
1693,846_2,26,300,0.55
1694,847_1,5,900,0.25
1695,847_2,5,300,0.1
1696,848_1,27,700,0.7
1697,848_2,27,1100,0.1
1698,849_2,22,500,0.55
1699,849_1,22,1000,1
1700,850_1,13,900,0.85
1701,850_2,13,1100,0.25
1702,851_1,15,500,0.4
1703,851_2,15,1100,0.25
1704,852_1,12,900,0.25
1705,852_2,12,800,0.55
1706,853_1,19,400,1
1707,853_2,19,400,0.4
1708,854_1,25,1100,0.4
1709,854_2,25,1000,0.1
1710,855_2,15,500,0.1
1711,855_1,15,1000,1
1712,856_2,10,300,1
1713,856_1,10,300,0.85
1714,857_2,22,500,0.85
1715,857_1,22,500,0.55
1716,858_2,25,800,0.85
1717,858_1,25,500,0.25
1718,859_1,14,800,0.7
1719,859_2,14,400,1
1720,860_2,16,400,0.4
1721,860_1,16,1000,1
1722,861_2,26,300,0.4
1723,861_1,26,600,0.85
1724,862_1,18,700,0.7
1725,862_2,18,400,1
1726,863_1,9,1100,0.1
1727,863_2,9,400,0.55
1728,864_2,22,1100,0.4
1729,864_1,22,900,0.1
1730,865_2,13,600,0.25
1731,865_1,13,400,0.25
1732,866_1,19,600,0.25
1733,866_2,19,700,0.55
1734,867_2,19,800,0.7
1735,867_1,19,900,0.85
1736,868_1,14,800,1
1737,868_2,14,300,0.25
1738,869_2,19,800,0.55
1739,869_1,19,1100,0.25
1740,870_1,27,900,0.7
1741,870_2,27,800,1
1742,871_2,10,700,0.85
1743,871_1,10,1000,0.25
1744,872_1,27,900,0.4
1745,872_2,27,400,0.25
1746,873_1,10,1000,0.7
1747,873_2,10,1100,0.4
1748,874_1,19,600,0.1
1749,874_2,19,300,1
1750,875_2,22,400,0.85
1751,875_1,22,1100,0.85
1752,876_1,10,500,0.85
1753,876_2,10,1100,0.85
1754,877_1,5,700,0.55
1755,877_2,5,300,0.55
1756,878_2,10,300,0.55
1757,878_1,10,700,0.25
1758,879_2,22,1100,0.1
1759,879_1,22,400,0.25
1760,880_1,25,600,0.4
1761,880_2,25,600,0.55
1762,881_2,5,600,0.7
1763,881_1,5,300,0.1
1764,882_1,9,500,0.85
1765,882_2,9,1100,0.7
1766,883_1,19,600,0.7
1767,883_2,19,400,0.1
1768,884_2,28,800,0.4
1769,884_1,28,700,0.4
1770,885_1,16,400,0.55
1771,885_2,16,500,0.1
1772,886_1,27,800,0.25
1773,886_2,27,1000,0.7
1774,887_2,24,400,0.85
1775,887_1,24,600,0.7
1776,888_1,10,700,0.1
1777,888_2,10,1100,0.1
1778,889_1,17,400,1
1779,889_2,17,600,0.4
1780,890_1,5,600,0.4
1781,890_2,5,300,1
1782,891_2,9,500,0.7
1783,891_1,9,800,1
1784,892_1,21,300,0.55
1785,892_2,21,600,0.7
1786,893_2,14,900,0.1
1787,893_1,14,500,0.25
1788,894_1,15,1000,1
1789,894_2,15,700,0.85
1790,895_1,17,300,0.85
1791,895_2,17,1100,0.85
1792,896_2,3,600,0.1
1793,896_1,3,1000,0.85
1794,897_2,23,700,0.85
1795,897_1,23,1100,0.1
1796,898_2,10,500,0.85
1797,898_1,10,800,0.1
1798,899_1,24,1000,0.1
1799,899_2,24,500,0.7
1800,900_2,24,700,0.4
1801,900_1,24,400,0.1
1802,901_2,14,1000,0.7
1803,901_1,14,600,0.4
1804,902_2,24,500,0.55
1805,902_1,24,1100,0.85
1806,903_2,5,400,0.85
1807,903_1,5,900,0.1
1808,904_2,13,300,0.25
1809,904_1,13,700,0.7
1810,905_2,14,1000,0.1
1811,905_1,14,700,0.25
1812,906_2,5,300,0.1
1813,906_1,5,700,0.55
1814,907_2,20,1000,1
1815,907_1,20,500,1
1816,908_2,20,900,0.4
1817,908_1,20,300,0.4
1818,909_1,5,900,1
1819,909_2,5,1100,0.7
1820,910_1,15,800,0.85
1821,910_2,15,400,0.85
1822,911_2,23,600,0.4
1823,911_1,23,800,0.1
1824,912_1,28,1000,0.4
1825,912_2,28,500,0.1
1826,913_1,5,300,1
1827,913_2,5,800,0.25
1828,914_2,14,1000,0.55
1829,914_1,14,300,0.85
1830,915_1,14,400,0.55
1831,915_2,14,800,0.85
1832,916_1,10,800,0.55
1833,916_2,10,800,0.1
1834,917_2,12,1100,0.7
1835,917_1,12,600,0.55
1836,918_1,20,700,0.7
1837,918_2,20,600,1
1838,919_1,13,300,0.55
1839,919_2,13,700,0.4
1840,920_2,19,1100,0.4
1841,920_1,19,500,0.1
1842,921_2,25,400,0.85
1843,921_1,25,700,0.85
1844,922_2,13,900,0.55
1845,922_1,13,1100,1
1846,923_2,5,500,0.7
1847,923_1,5,800,0.55
1848,924_2,10,900,0.1
1849,924_1,10,500,0.1
1850,925_1,22,400,0.7
1851,925_2,22,600,1
1852,926_2,5,800,0.1
1853,926_1,5,400,0.25
1854,927_1,10,400,1
1855,927_2,10,800,0.25
1856,928_2,15,700,0.4
1857,928_1,15,600,1
1858,929_2,22,500,0.4
1859,929_1,22,300,0.25
1860,930_1,23,1100,0.7
1861,930_2,23,800,0.85
1862,931_1,14,1000,0.7
1863,931_2,14,500,0.25
1864,932_1,14,300,0.25
1865,932_2,14,400,0.85
1866,933_1,15,1100,0.85
1867,933_2,15,900,0.4
1868,934_1,14,600,0.25
1869,934_2,14,1000,0.4
1870,935_2,18,500,1
1871,935_1,18,900,0.4
1872,936_1,14,500,1
1873,936_2,14,500,0.7
1874,937_1,10,300,0.7
1875,937_2,10,400,0.55
1876,938_1,14,500,0.4
1877,938_2,14,600,0.7
1878,939_1,29,600,0.4
1879,939_2,29,1000,0.1
1880,940_2,7,900,0.4
1881,940_1,7,1000,1
1882,941_1,7,800,0.1
1883,941_2,7,700,0.25
1884,942_2,13,400,0.7
1885,942_1,13,1000,1
1886,943_1,5,800,0.25
1887,943_2,5,1000,0.55
1888,944_2,19,600,0.1
1889,944_1,19,600,1
1890,945_2,24,600,0.55
1891,945_1,24,700,0.55
1892,946_1,9,1000,1
1893,946_2,9,400,1
1894,947_1,10,800,0.55
1895,947_2,10,1000,0.85
1896,948_2,14,300,1
1897,948_1,14,800,0.4
1898,949_2,27,300,0.25
1899,949_1,27,700,0.4
1900,950_2,23,1100,0.7
1901,950_1,23,1100,0.4
1902,951_1,5,700,0.25
1903,951_2,5,600,0.25
1904,952_1,28,300,0.55
1905,952_2,28,1000,0.55
1906,953_1,24,1100,0.7
1907,953_2,24,800,0.4
1908,954_2,13,1100,0.7
1909,954_1,13,1100,0.1
1910,955_1,5,300,0.7
1911,955_2,5,1100,0.4
1912,956_2,5,1000,0.7
1913,956_1,5,1000,0.25
1914,957_2,15,600,0.85
1915,957_1,15,500,1
1916,958_1,13,300,0.55
1917,958_2,13,700,0.4
1918,959_2,18,800,1
1919,959_1,18,900,0.55
1920,960_2,14,900,1
1921,960_1,14,800,0.4
1922,961_1,5,700,0.55
1923,961_2,5,1100,0.85
1924,962_2,10,700,0.7
1925,962_1,10,1000,0.85
1926,963_2,25,1100,0.1
1927,963_1,25,400,0.1
1928,964_1,10,500,0.7
1929,964_2,10,900,0.55
1930,965_1,13,300,0.25
1931,965_2,13,900,0.25
1932,966_2,9,600,0.55
1933,966_1,9,1100,0.55
1934,967_1,22,400,0.7
1935,967_2,22,1000,0.25
1936,968_2,24,1000,0.85
